ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalogue","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: watch_subtitle","Meta: _watch_subtitle","Meta: ref_no","Meta: _ref_no","Meta: code","Meta: _code","Meta: type","Meta: _type","Meta: new_or_pre-owned","Meta: _new_or_pre-owned","Meta: condition","Meta: _condition","Meta: box","Meta: _box","Meta: paper","Meta: _paper","Meta: gender","Meta: _gender","Meta: location","Meta: _location","Meta: year","Meta: _year","Meta: delivery_time","Meta: _delivery_time","Meta: price_negotiable","Meta: _price_negotiable","Meta: movement","Meta: _movement","Meta: movement_caliber","Meta: _movement_caliber","Meta: power_reserve","Meta: _power_reserve","Meta: number_of_jewels","Meta: _number_of_jewels","Meta: bracelet_material","Meta: _bracelet_material","Meta: bracelet_color","Meta: _bracelet_color","Meta: bracelet_length","Meta: _bracelet_length","Meta: clasp","Meta: _clasp","Meta: clasp_material","Meta: _clasp_material","Meta: case_material","Meta: _case_material","Meta: case_diameter","Meta: _case_diameter","Meta: waterproof","Meta: _waterproof","Meta: material_bezel","Meta: _material_bezel","Meta: glass","Meta: _glass","Meta: dial","Meta: _dial","Meta: dial_numerals","Meta: _dial_numerals","Meta: functions_description","Meta: _functions_description","Meta: others_description","Meta: _others_description","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: fb_product_group_id","Meta: _woosea_brand","Meta: _woosea_mpn","Meta: _woosea_upc","Meta: _woosea_ean","Meta: _woosea_gtin","Meta: _woosea_color","Meta: _woosea_size","Meta: _woosea_gender","Meta: _woosea_material","Meta: _woosea_pattern","Meta: _woosea_optimized_title","Meta: _woosea_unit_pricing_measure","Meta: _woosea_unit_pricing_base_measure","Meta: _woosea_condition","Meta: _woosea_age_group","Meta: _woosea_installment_months","Meta: _woosea_installment_amount","Meta: _woosea_exclude_product","Meta: _woosea_cost_of_good_sold","Meta: _woosea_multipack","Meta: _woosea_is_bundle","Meta: _woosea_energy_efficiency_class","Meta: _woosea_min_energy_efficiency_class","Meta: _woosea_max_energy_efficiency_class","Meta: _woosea_is_promotion","Meta: _woosea_custom_field_0","Meta: _woosea_custom_field_1","Meta: _woosea_custom_field_2","Meta: _woosea_custom_field_3","Meta: _woosea_custom_field_4","Meta: _wc_facebook_sync_enabled","Meta: fb_visibility","Meta: fb_product_description","Meta: _wc_facebook_product_image_source","Meta: _wc_facebook_enhanced_catalog_attributes_gender","Meta: _wc_facebook_enhanced_catalog_attributes_style","Meta: _wc_facebook_enhanced_catalog_attributes_age_group","Meta: _wc_facebook_enhanced_catalog_attributes_color","Meta: _wc_facebook_enhanced_catalog_attributes_material","Meta: _wc_facebook_enhanced_catalog_attributes_pattern","Meta: _wc_facebook_enhanced_catalog_attributes_plating_material","Meta: _wc_facebook_enhanced_catalog_attributes_power_type","Meta: _wc_facebook_enhanced_catalog_attributes_size","Meta: _wc_facebook_enhanced_catalog_attributes_standard_features","Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_length","Meta: _wc_facebook_enhanced_catalog_attributes_total_gemstone_weight","Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_material","Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_width","Meta: _wc_facebook_enhanced_catalog_attributes_watch_case_diameter","Meta: _wc_facebook_enhanced_catalog_attributes_watch_case_shape","Meta: _wc_facebook_enhanced_catalog_attributes_watch_case_thickness","Meta: _wc_facebook_enhanced_catalog_attributes_metal_stamp_or_purity","Meta: _wc_facebook_enhanced_catalog_attributes_activity","Meta: _wc_facebook_enhanced_catalog_attributes_additional_features","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_width","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_weight","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_treatment","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_length","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_height","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_cut","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_creation_method","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_color","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone_clarity","Meta: _wc_facebook_enhanced_catalog_attributes_gemstone","Meta: _wc_facebook_enhanced_catalog_attributes_display_technology","Meta: _wc_facebook_enhanced_catalog_attributes_brand","Meta: _wc_facebook_enhanced_catalog_attributes_battery_life","Meta: _wc_facebook_enhanced_catalog_attributes_watch_movement_type","Meta: _wc_facebook_commerce_enabled","Meta: fb_product_item_id","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: _last_editor_used_jetpack","Meta: _aioseo_og_article_section","Meta: om_disable_all_campaigns","Meta: _yoast_wpseo_primary_fb_product_set","Meta: _monsterinsights_sitenote_active","Meta: _uf_disable_surveys","Meta: _yoast_wpseo_primary_product_brand","Meta: _aioseo_keywords","Meta: _aioseo_og_article_tags","Meta: _yoast_wpseo_metadesc","Meta: metal","Meta: _metal","Meta: stones","Meta: _stones","Meta: sex","Meta: _sex","Meta: _wp_old_date"
1174,simple,,,"Cintree Curvex",1,0,visible,,"Franck Muller Cintree Curvex Limited Edition-
\n
\nRef: 6850 QPE
\n
\n34mm Rose gold case and buckle on a Brown Leather Strap
\n
\nComplications include; Chronograph, Moonphase, Perpetual Calendar, Date, Day of week, Retrograde Month indicator and Years.
\n
\nBox and Papers
\n
\n1 year Pacha of London warranty and Free insurance valuation certificate
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,19950,"Watches > Franck Muller",,,"https://pachaoflondon.com/wp-content/uploads/2017/08/C7376A17-25C8-43C7-BB0E-7415E11EE8EB.jpg, https://pachaoflondon.com/wp-content/uploads/2017/08/C7376A17-25C8-43C7-BB0E-7415E11EE8EB.jpg, https://pachaoflondon.com/wp-content/uploads/2017/08/thumbnail_1442B6C3-8178-4AAC-B07D-04885822DF73.jpg, https://pachaoflondon.com/wp-content/uploads/2017/08/thumbnail_1134853E-66EC-4240-88BF-89AA498DE683.jpg, https://pachaoflondon.com/wp-content/uploads/2017/08/thumbnail_CDEA9BBB-48E8-4FC2-8F96-EF1BBF3381A3.jpg, https://pachaoflondon.com/wp-content/uploads/2017/08/thumbnail_50C21E1C-065F-4D32-9F5D-472A7A724CA2.jpg, https://pachaoflondon.com/wp-content/uploads/2017/08/EA424DD9-27F7-4344-B0E9-1254130AE6C2.jpg",,,,,,,,,0,,"34mm, 18k Rose Gold, Brown Leather Strap, Moonphase, Perpetual calendar ",field_586a50d32fdc2,"6850 QPE",field_586bc3c6214bc,,field_586bc3e2214bd,Watch,field_58752651bb382,Pre-owned,field_587526d8bb384,"0 (new/unworn)",field_586bc400214be,Yes,field_5873b9289d99a,Yes,field_5873b92d9d99b,Men’s,field_586bc406214bf,London,field_586bc413214c0,,field_586bb3707b79a,Immediately,field_5873b849ba10d,,field_587526abbb383,Automatic,field_586bc437214c2,,field_5873d1f749c2b,,field_5873d20849c2c,,field_5873d21249c2d,Leather,field_586bc452214c4,Black,field_586bc45d214c5,,field_586bc469214c6,Buckle,field_586bc477214c7,"Pink Gold",field_586bc488214c8,"Pink gold",field_586bc49b214ca,34,field_586b745e69a7d,,field_586bc4ad214cb,"Pink Gold",field_586bc4b5214cc,"Sapphire Glass",field_586bc4c4214cd,White,field_586bc4ce214ce,,field_5873d2a341247,,field_586bc4dd214d0,,field_586bc4f2214d2,20,90,3185152408251511,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,yes,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3185152481584837,1,classic-editor,,,,0,,,,,,,,,,,
1498,simple,,,"Ballon Bleu",1,0,visible,,"Cartier Ballon Bleu
\n
\nRef: W6920075
\n
\n44mm Case Steel and Rose gold, large
\n
\nChronograph Movement.
\n
\nDated 2012 complete Box and Papers
\n
\n1 year Pacha Of London Warranty and Free insurance valuation certification
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,7950,Cartier,,,"https://pachaoflondon.com/wp-content/uploads/2017/11/F5761C30-F195-405D-B8D3-F0F53E1742B9.jpg, https://pachaoflondon.com/wp-content/uploads/2017/11/F5761C30-F195-405D-B8D3-F0F53E1742B9.jpg, https://pachaoflondon.com/wp-content/uploads/2017/11/ballon-front-side-scaled.jpg, https://pachaoflondon.com/wp-content/uploads/2017/11/ballon-side-scaled.jpg, https://pachaoflondon.com/wp-content/uploads/2017/11/ballon-back-scaled.jpg",,,,,,,,,0,,"44mm Steel and Rose Gold Automatic Chronograph",field_586a50d32fdc2,W6920075,field_586bc3c6214bc,,field_586bc3e2214bd,Watch,field_58752651bb382,Pre-owned,field_587526d8bb384,"1 (mint)",field_586bc400214be,Yes,field_5873b9289d99a,Yes,field_5873b92d9d99b,Men’s,field_586bc406214bf,London,field_586bc413214c0,2012,field_586bb3707b79a,Immediately,field_5873b849ba10d,,field_587526abbb383,Automatic,field_586bc437214c2,,field_5873d1f749c2b,,field_5873d20849c2c,,field_5873d21249c2d,Gold/Steel,field_586bc452214c4,Gold/Steel,field_586bc45d214c5,,field_586bc469214c6,"Double-fold clasp",field_586bc477214c7,,field_586bc488214c8,Gold/Steel,field_586bc49b214ca,44,field_586b745e69a7d,,field_586bc4ad214cb,,field_586bc4b5214cc,,field_586bc4c4214cd,,field_586bc4ce214ce,,field_5873d2a341247,,field_586bc4dd214d0,,field_586bc4f2214d2,12,90,3922633024422641,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,yes,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3922633167755960,1,classic-editor,,,,0,,,,,,,,,,,
3516,simple,,,Ingenieur,1,0,visible,,"IWC Ingenieur Perpetual Calendar Digital Date-Month - iw379201
\n
\n46mm Titanium case surrounding a Black Dial on Black leather Strap
\n
\nPerpetual calendar and Chronograph.
\n
